symbol,name,sector,industry,marketCap,rank
UFI,"Unifi, Inc.",Consumer Cyclical,Textile Manufacturing,81154296.0,2.0
CULP,"Culp, Inc.",Consumer Cyclical,Textile Manufacturing,54391872.0,3.0
MJID,Majestic Ideal Holdings Limited,Consumer Cyclical,Textile Manufacturing,23575000.0,4.0
CNR,"Core Natural Resources, Inc.",Energy,Thermal Coal,3822273792.0,1.0
ARLP,"Alliance Resource Partners, L.P.",Energy,Thermal Coal,2955128320.0,2.0
BTU,Peabody Energy Corporation,Energy,Thermal Coal,2115840000.0,3.0
NRP,Natural Resource Partners L.P.,Energy,Thermal Coal,1360581632.0,4.0
HNRG,Hallador Energy Company,Energy,Thermal Coal,701496320.0,5.0
PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,260152885248.0,1.0
BTI,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,124198838272.0,2.0
MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,112905412608.0,3.0
RLX,RLX Technology Inc.,Consumer Defensive,Tobacco,3094837504.0,4.0
TPB,"Turning Point Brands, Inc.",Consumer Defensive,Tobacco,1793467648.0,5.0
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,16965623808.0,1.0
LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,13389852672.0,2.0
RBC,RBC Bearings Incorporated,Industrials,Tools & Accessories,12308151296.0,3.0
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,11499497472.0,4.0
TTC,The Toro Company,Industrials,Tools & Accessories,7999429632.0,5.0
BKNG,Booking Holdings Inc.,Consumer Cyclical,Travel Services,181464645632.0,1.0
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,98660720640.0,2.0
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,79915171840.0,3.0
TCOM,Trip.com Group Limited,Consumer Cyclical,Travel Services,48290467840.0,4.0
CCL,Carnival Corporation & plc,Consumer Cyclical,Travel Services,43239010304.0,5.0
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,31729063936.0,1.0
XPO,"XPO, Inc.",Industrials,Trucking,15273731072.0,2.0
SAIA,"Saia, Inc.",Industrials,Trucking,7896508416.0,3.0
TFII,TFI International Inc.,Industrials,Trucking,7871344640.0,4.0
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking,7125058048.0,5.0
CCJ,Cameco Corporation,Energy,Uranium,33694601216.0,1.0
NXE,NexGen Energy Ltd.,Energy,Uranium,4501190144.0,2.0
EU,enCore Energy Corp.,Energy,Uranium,445286144.0,3.0
UROY,Uranium Royalty Corp.,Energy,Uranium,420959712.0,4.0
SRE,Sempra,Utilities,Utilities - Diversified,53868085248.0,1.0
BIP,Brookfield Infrastructure Partners L.P.,Utilities,Utilities - Diversified,14552324096.0,2.0
AES,The AES Corporation,Utilities,Utilities - Diversified,9641156608.0,3.0
CIG,Companhia Energética de Minas Gerais - CEMIG,Utilities,Utilities - Diversified,6544679424.0,4.0
AQN,Algonquin Power & Utilities Corp.,Utilities,Utilities - Diversified,4454545408.0,5.0
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,64074252288.0,1.0
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,28155817984.0,2.0
TLN,Talen Energy Corporation,Utilities,Utilities - Independent Power Producers,17311074304.0,3.0
PAM,Pampa Energía S.A.,Utilities,Utilities - Independent Power Producers,3715068416.0,4.0
TAC,TransAlta Corporation,Utilities,Utilities - Independent Power Producers,3646334976.0,5.0
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,148371849216.0,1.0
SO,The Southern Company,Utilities,Utilities - Regulated Electric,101534621696.0,2.0
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,95251161088.0,3.0
NGG,National Grid plc,Utilities,Utilities - Regulated Electric,70022799360.0,4.0
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,59372941312.0,5.0
ATO,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,26667853824.0,1.0
NI,NiSource Inc.,Utilities,Utilities - Regulated Gas,19903041536.0,2.0
UGI,UGI Corporation,Utilities,Utilities - Regulated Gas,7444967424.0,3.0
SWX,"Southwest Gas Holdings, Inc.",Utilities,Utilities - Regulated Gas,5749705728.0,4.0
BIPC,Brookfield Infrastructure Corporation,Utilities,Utilities - Regulated Gas,4791569408.0,5.0
AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,27998658560.0,1.0
SBS,Companhia de Saneamento Básico do Estado de São Paulo - SABESP,Utilities,Utilities - Regulated Water,15481501696.0,2.0
WTRG,"Essential Utilities, Inc.",Utilities,Utilities - Regulated Water,11081329664.0,3.0
AWR,American States Water Company,Utilities,Utilities - Regulated Water,2870075648.0,4.0
CWT,California Water Service Group,Utilities,Utilities - Regulated Water,2796145664.0,5.0
CEG,Constellation Energy Corporation,Utilities,Utilities - Renewable,96214810624.0,1.0
EBR,Centrais Elétricas Brasileiras S.A. - Eletrobrás,Utilities,Utilities - Renewable,18826340352.0,2.0
BEP,Brookfield Renewable Partners L.P.,Utilities,Utilities - Renewable,16683010048.0,3.0
BEPC,Brookfield Renewable Corporation,Utilities,Utilities - Renewable,6050970112.0,4.0
CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,5902051840.0,5.0
WM,"Waste Management, Inc.",Industrials,Waste Management,91196686336.0,1.0
RSG,"Republic Services, Inc.",Industrials,Waste Management,73049178112.0,2.0
WCN,"Waste Connections, Inc.",Industrials,Waste Management,47517237248.0,3.0
GFL,GFL Environmental Inc.,Industrials,Waste Management,18181783552.0,4.0
CLH,"Clean Harbors, Inc.",Industrials,Waste Management,12990352384.0,5.0
